t,action,id,label,level,group
466,3,141,141,4,21
467,2,108,108,4,11
467,0,6-87,6-87,5,m-nodes
468,1,6-87,6-87,5,m-nodes
468,3,108,108,4,11
469,2,109,109,4,11
469,0,6-85,6-85,5,m-nodes
470,1,6-85,6-85,5,m-nodes
470,3,109,109,4,11
471,2,110,110,4,11
471,0,13-74,13-74,5,m-nodes
472,1,13-74,13-74,5,m-nodes
472,3,110,110,4,11
473,2,144,144,4,21
473,0,13-70,13-70,5,m-nodes
474,1,13-70,13-70,5,m-nodes
474,3,144,144,4,21
475,2,146,146,4,21
475,0,13-62,13-62,5,m-nodes
476,1,13-62,13-62,5,m-nodes
476,3,146,146,4,21
477,2,111,111,4,11
477,0,15-515,15-515,5,m-nodes
478,1,512,512,6,20
478,1,15-512,15-512,5,m-nodes
478,3,111,111,4,11
479,2,148,148,4,21
480,3,148,148,4,21
481,2,113,113,4,11
482,3,113,113,4,11
483,2,152,152,4,21
483,0,518-50,518-50,5,m-nodes
484,0,518,518,6,10
484,1,518,518,6,10
484,1,518-50,518-50,5,m-nodes
484,3,152,152,4,21
485,2,153,153,4,21
485,0,26-519,26-519,5,m-nodes
486,1,26-519,26-519,5,m-nodes
486,3,153,153,4,21
487,2,154,154,4,21
487,0,26-92,26-92,5,m-nodes
488,1,26-92,26-92,5,m-nodes
488,3,154,154,4,21
489,2,155,155,4,21
489,0,13-520,13-520,5,m-nodes
490,0,520,520,6,20
490,1,520,520,6,20
490,1,528-520,528-520,5,m-nodes
490,3,155,155,4,21
491,2,157,157,4,21
491,0,30-514,30-514,5,m-nodes
492,0,514,514,6,20
492,3,157,157,4,21
493,2,116,116,4,11
494,1,30-512,30-512,5,m-nodes
494,3,116,116,4,11
495,2,118,118,4,11
495,0,30-511,30-511,5,m-nodes
496,1,30-511,30-511,5,m-nodes
496,3,118,118,4,11
497,2,158,158,4,21
498,3,158,158,4,21
499,2,159,159,4,21
500,3,159,159,4,21
501,2,160,160,4,21
501,0,535-536,535-536,5,m-nodes
502,0,535,535,6,10
502,0,536,536,6,20
502,1,536,536,6,10
502,1,536-72,536-72,5,m-nodes
502,3,160,160,4,21
503,2,161,161,4,21
503,0,13-519,13-519,5,m-nodes
504,1,528-519,528-519,5,m-nodes
504,3,161,161,4,21
505,2,162,162,4,21
505,0,528-66,528-66,5,m-nodes
506,1,528-66,528-66,5,m-nodes
506,3,162,162,4,21
507,2,119,119,4,11
508,3,119,119,4,11
509,2,120,120,4,11
510,3,120,120,4,11
511,2,121,121,4,11
511,0,34-98,34-98,5,m-nodes
512,1,34-98,34-98,5,m-nodes
512,3,121,121,4,11
513,2,164,164,4,21
513,0,34-85,34-85,5,m-nodes
514,1,34-85,34-85,5,m-nodes
514,3,164,164,4,21
515,2,122,122,4,11
515,0,510-73,510-73,5,m-nodes
516,1,510-73,510-73,5,m-nodes
516,3,122,122,4,11
517,2,124,124,4,11
517,0,39-65,39-65,5,m-nodes
518,1,39-65,39-65,5,m-nodes
518,3,124,124,4,11
519,2,125,125,4,11
520,3,125,125,4,11
521,2,127,127,4,11
522,3,127,127,4,11
523,2,169,169,4,21
524,3,169,169,4,21
525,2,128,128,4,11
526,3,128,128,4,11
527,2,130,130,4,11
527,0,526-78,526-78,5,m-nodes
528,1,526-78,526-78,5,m-nodes
528,3,130,130,4,11
529,2,131,131,4,11
529,0,526-84,526-84,5,m-nodes
530,1,526-84,526-84,5,m-nodes
530,3,131,131,4,11
531,2,132,132,4,11
531,0,47-84,47-84,5,m-nodes
532,1,47-84,47-84,5,m-nodes
532,3,132,132,4,11
533,2,134,134,4,11
533,0,49-65,49-65,5,m-nodes
534,1,49-65,49-65,5,m-nodes
534,3,134,134,4,11
535,2,173,173,2,11
535,0,527-161,527-161,3,m-nodes
536,1,527-161,527-161,3,m-nodes
536,3,173,173,2,11
537,2,527,527,4,10
537,0,8-521,8-521,5,m-nodes
538,1,8-521,8-521,5,m-nodes
538,3,527,527,4,10
539,2,198,198,2,21
539,0,103-529,103-529,3,m-nodes
540,1,103-529,103-529,3,m-nodes
540,3,198,198,2,21
541,2,529,529,4,20
541,0,43-58,43-58,5,m-nodes
542,1,43-58,43-58,5,m-nodes
542,3,529,529,4,20
543,2,178,178,2,11
543,0,109-530,109-530,3,m-nodes
544,1,109-530,109-530,3,m-nodes
544,3,178,178,2,11
545,2,530,530,4,20
545,0,11-88,11-88,5,m-nodes
546,1,11-88,11-88,5,m-nodes
546,3,530,530,4,20
547,2,179,179,2,11
547,0,109-531,109-531,3,m-nodes
548,1,109-531,109-531,3,m-nodes
548,3,179,179,2,11
549,2,531,531,4,20
549,0,524-59,524-59,5,m-nodes
550,1,535,535,6,10
550,1,535-89,535-89,5,m-nodes
550,3,531,531,4,20
551,2,189,189,2,11
552,3,189,189,2,11
553,2,207,207,2,21
554,3,207,207,2,21
555,2,224,224,2,21
555,0,532-533,532-533,3,m-nodes
556,1,532-533,532-533,3,m-nodes
556,3,224,224,2,21
556,2,533,533,4,20
556,0,48-65,48-65,5,m-nodes
557,2,532,532,4,10
557,0,23-78,23-78,5,m-nodes
558,1,13-90,13-90,5,m-nodes
558,3,532,532,4,10
559,2,533,533,4,20
560,1,514,514,6,10
560,1,514-78,514-78,5,m-nodes
560,3,533,533,4,20
561,2,100,100,4,11
561,0,510-87,510-87,5,m-nodes
562,1,510-87,510-87,5,m-nodes
562,3,100,100,4,11
563,2,102,102,4,11
564,3,102,102,4,11
565,2,135,135,4,21
566,3,135,135,4,21
567,2,103,103,4,11
567,0,2-534,2-534,5,m-nodes
568,0,534,534,6,20
568,1,534,534,6,20
568,1,2-534,2-534,5,m-nodes
568,3,103,103,4,11
569,2,105,105,4,11
570,3,105,105,4,11
571,2,137,137,4,21
572,3,137,137,4,21
573,2,139,139,4,21
573,0,517-72,517-72,5,m-nodes
574,1,517-72,517-72,5,m-nodes
574,3,139,139,4,21
575,2,107,107,4,11
575,0,528-513,528-513,5,m-nodes
576,0,513,513,6,20
576,1,513,513,6,20
576,1,517-513,517-513,5,m-nodes
576,3,107,107,4,11
577,2,141,141,4,21
577,0,523-61,523-61,5,m-nodes
578,0,523,523,6,10
578,1,523,523,6,10
578,1,523-61,523-61,5,m-nodes
578,3,141,141,4,21
579,2,108,108,4,11
579,0,6-87,6-87,5,m-nodes
580,1,6-87,6-87,5,m-nodes
580,3,108,108,4,11
581,2,109,109,4,11
581,0,6-85,6-85,5,m-nodes
582,1,6-85,6-85,5,m-nodes
582,3,109,109,4,11
583,2,110,110,4,11
583,0,13-74,13-74,5,m-nodes
584,1,13-74,13-74,5,m-nodes
584,3,110,110,4,11
585,2,144,144,4,21
585,0,13-70,13-70,5,m-nodes
586,1,13-70,13-70,5,m-nodes
586,3,144,144,4,21
587,2,146,146,4,21
587,0,13-62,13-62,5,m-nodes
588,1,13-62,13-62,5,m-nodes
588,3,146,146,4,21
589,2,111,111,4,11
589,0,15-512,15-512,5,m-nodes
590,1,522,522,6,20
590,1,15-522,15-522,5,m-nodes
590,3,111,111,4,11
591,2,148,148,4,21
592,3,148,148,4,21
593,2,113,113,4,11
594,3,113,113,4,11
595,2,152,152,4,21
595,0,518-50,518-50,5,m-nodes
596,0,518,518,6,10
596,1,518,518,6,10
596,1,518-50,518-50,5,m-nodes
596,3,152,152,4,21
597,2,153,153,4,21
597,0,26-519,26-519,5,m-nodes
598,1,26-519,26-519,5,m-nodes
598,3,153,153,4,21
599,2,154,154,4,21
599,0,26-92,26-92,5,m-nodes
600,1,26-92,26-92,5,m-nodes
600,3,154,154,4,21
601,2,155,155,4,21
601,0,528-520,528-520,5,m-nodes
602,0,520,520,6,20
602,1,520,520,6,20
602,1,528-520,528-520,5,m-nodes
602,3,155,155,4,21
603,2,157,157,4,21
603,0,30-515,30-515,5,m-nodes
604,0,515,515,6,20
604,3,157,157,4,21
605,2,116,116,4,11
606,1,515,515,6,20
606,1,30-515,30-515,5,m-nodes
606,3,116,116,4,11
607,2,118,118,4,11
607,0,30-511,30-511,5,m-nodes
608,1,30-511,30-511,5,m-nodes
608,3,118,118,4,11
609,2,158,158,4,21
610,3,158,158,4,21
611,2,159,159,4,21
612,3,159,159,4,21
613,2,160,160,4,21
613,0,536-72,536-72,5,m-nodes
614,0,536,536,6,10
614,1,536,536,6,10
614,1,536-511,536-511,5,m-nodes
614,3,160,160,4,21
615,2,161,161,4,21
615,0,528-519,528-519,5,m-nodes
616,1,528-519,528-519,5,m-nodes
616,3,161,161,4,21
617,2,162,162,4,21
617,0,528-66,528-66,5,m-nodes
618,1,528-66,528-66,5,m-nodes
618,3,162,162,4,21
619,2,119,119,4,11
620,3,119,119,4,11
621,2,120,120,4,11
622,3,120,120,4,11
623,2,121,121,4,11
623,0,34-98,34-98,5,m-nodes
624,1,34-98,34-98,5,m-nodes
624,3,121,121,4,11
625,2,164,164,4,21
625,0,34-85,34-85,5,m-nodes
626,1,34-85,34-85,5,m-nodes
626,3,164,164,4,21
627,2,122,122,4,11
627,0,510-73,510-73,5,m-nodes
628,1,510-73,510-73,5,m-nodes
628,3,122,122,4,11
629,2,124,124,4,11
629,0,39-65,39-65,5,m-nodes
630,1,39-65,39-65,5,m-nodes
630,3,124,124,4,11
631,2,125,125,4,11
632,3,125,125,4,11
633,2,127,127,4,11
634,3,127,127,4,11
635,2,169,169,4,21
636,3,169,169,4,21
637,2,128,128,4,11
638,3,128,128,4,11
639,2,130,130,4,11
639,0,526-78,526-78,5,m-nodes
640,1,526-78,526-78,5,m-nodes
640,3,130,130,4,11
641,2,131,131,4,11
641,0,526-84,526-84,5,m-nodes
642,1,526-84,526-84,5,m-nodes
642,3,131,131,4,11
643,2,132,132,4,11
643,0,47-84,47-84,5,m-nodes
644,1,47-84,47-84,5,m-nodes
644,3,132,132,4,11
645,2,134,134,4,11
645,0,49-65,49-65,5,m-nodes
646,1,49-65,49-65,5,m-nodes
646,3,134,134,4,11
647,2,173,173,2,11
647,0,527-161,527-161,3,m-nodes
648,1,527-161,527-161,3,m-nodes
648,3,173,173,2,11
649,2,527,527,4,10
649,0,8-521,8-521,5,m-nodes
650,1,8-521,8-521,5,m-nodes
650,3,527,527,4,10
651,2,198,198,2,21
651,0,103-529,103-529,3,m-nodes
652,1,103-529,103-529,3,m-nodes
652,3,198,198,2,21
653,2,529,529,4,20
653,0,43-58,43-58,5,m-nodes
654,1,535-58,535-58,5,m-nodes
654,3,529,529,4,20
655,2,178,178,2,11
655,0,109-530,109-530,3,m-nodes
656,1,109-530,109-530,3,m-nodes
656,3,178,178,2,11
657,2,530,530,4,20
657,0,11-88,11-88,5,m-nodes
658,1,13-80,13-80,5,m-nodes
658,3,530,530,4,20
659,2,179,179,2,11
659,0,109-531,109-531,3,m-nodes
660,1,109-531,109-531,3,m-nodes
660,3,179,179,2,11
661,2,531,531,4,20
661,0,535-89,535-89,5,m-nodes
662,1,524-89,524-89,5,m-nodes
662,3,531,531,4,20
663,2,189,189,2,11
664,3,189,189,2,11
665,2,207,207,2,21
666,3,207,207,2,21
667,2,224,224,2,21
667,0,532-533,532-533,3,m-nodes
668,1,532-533,532-533,3,m-nodes
668,3,224,224,2,21
668,2,533,533,4,20
668,0,514-78,514-78,5,m-nodes
668,0,514,514,6,10
669,2,532,532,4,10
669,0,13-90,13-90,5,m-nodes
670,1,514,514,6,10
670,1,514-71,514-71,5,m-nodes
670,3,532,532,4,10
671,2,533,533,4,20
672,1,48-65,48-65,5,m-nodes
672,3,533,533,4,20
673,2,100,100,4,11
673,0,510-87,510-87,5,m-nodes
674,1,510-87,510-87,5,m-nodes
674,3,100,100,4,11
675,2,102,102,4,11
676,3,102,102,4,11
677,2,135,135,4,21
678,3,135,135,4,21
679,2,103,103,4,11
679,0,2-534,2-534,5,m-nodes
680,0,534,534,6,20
680,1,534,534,6,20
680,1,2-534,2-534,5,m-nodes
680,3,103,103,4,11
681,2,105,105,4,11
682,3,105,105,4,11
683,2,137,137,4,21
684,3,137,137,4,21
685,2,139,139,4,21
685,0,517-72,517-72,5,m-nodes
686,1,517-72,517-72,5,m-nodes
686,3,139,139,4,21
687,2,107,107,4,11
687,0,517-513,517-513,5,m-nodes
688,0,513,513,6,20
688,1,513,513,6,20
688,1,536-513,536-513,5,m-nodes
688,3,107,107,4,11
689,2,141,141,4,21
689,0,523-61,523-61,5,m-nodes
690,0,523,523,6,10
690,1,523,523,6,10
690,1,523-61,523-61,5,m-nodes
690,3,141,141,4,21
691,2,108,108,4,11
691,0,6-87,6-87,5,m-nodes
692,1,6-87,6-87,5,m-nodes
692,3,108,108,4,11
693,2,109,109,4,11
693,0,6-85,6-85,5,m-nodes
694,1,6-85,6-85,5,m-nodes
694,3,109,109,4,11
695,2,110,110,4,11
695,0,13-74,13-74,5,m-nodes
696,1,13-74,13-74,5,m-nodes
696,3,110,110,4,11
697,2,144,144,4,21
697,0,13-70,13-70,5,m-nodes
698,1,13-70,13-70,5,m-nodes
698,3,144,144,4,21
699,2,146,146,4,21
699,0,13-62,13-62,5,m-nodes
700,1,13-62,13-62,5,m-nodes
700,3,146,146,4,21
701,2,111,111,4,11
701,0,15-522,15-522,5,m-nodes
702,0,522,522,6,20
702,1,522,522,6,20
702,1,15-522,15-522,5,m-nodes
702,3,111,111,4,11
703,2,148,148,4,21
704,3,148,148,4,21
705,2,113,113,4,11
706,3,113,113,4,11
707,2,152,152,4,21
707,0,518-50,518-50,5,m-nodes
708,0,518,518,6,10
708,1,518,518,6,10
708,1,518-50,518-50,5,m-nodes
708,3,152,152,4,21
709,2,153,153,4,21
709,0,26-519,26-519,5,m-nodes
710,1,538,538,6,20
710,1,26-538,26-538,5,m-nodes
710,3,153,153,4,21
711,2,154,154,4,21
711,0,26-92,26-92,5,m-nodes
712,1,26-92,26-92,5,m-nodes
712,3,154,154,4,21
713,2,155,155,4,21
713,0,528-520,528-520,5,m-nodes
714,0,520,520,6,20
714,1,520,520,6,20
714,1,523-520,523-520,5,m-nodes
714,3,155,155,4,21
715,2,157,157,4,21
715,0,30-512,30-512,5,m-nodes
716,0,512,512,6,20
716,1,512,512,6,20
716,1,30-512,30-512,5,m-nodes
716,3,157,157,4,21
717,2,116,116,4,11
717,0,30-515,30-515,5,m-nodes
718,0,515,515,6,20
718,1,30-522,30-522,5,m-nodes
718,3,116,116,4,11
719,2,118,118,4,11
719,0,30-511,30-511,5,m-nodes
720,1,30-511,30-511,5,m-nodes
720,3,118,118,4,11
721,2,158,158,4,21
722,3,158,158,4,21
723,2,159,159,4,21
724,3,159,159,4,21
725,2,160,160,4,21
725,0,536-511,536-511,5,m-nodes
726,1,515,515,6,10
726,1,515-519,515-519,5,m-nodes
726,3,160,160,4,21
727,2,161,161,4,21
727,0,528-519,528-519,5,m-nodes
728,1,528-538,528-538,5,m-nodes
728,3,161,161,4,21
729,2,162,162,4,21
729,0,528-66,528-66,5,m-nodes
730,1,528-66,528-66,5,m-nodes
730,3,162,162,4,21
731,2,119,119,4,11
732,3,119,119,4,11
733,2,120,120,4,11
734,3,120,120,4,11
735,2,121,121,4,11
735,0,34-98,34-98,5,m-nodes
736,1,34-98,34-98,5,m-nodes
736,3,121,121,4,11
737,2,164,164,4,21
737,0,34-85,34-85,5,m-nodes
738,1,34-85,34-85,5,m-nodes
738,3,164,164,4,21
739,2,122,122,4,11
739,0,510-73,510-73,5,m-nodes
740,1,510-73,510-73,5,m-nodes
740,3,122,122,4,11
741,2,124,124,4,11
741,0,39-65,39-65,5,m-nodes
742,1,39-65,39-65,5,m-nodes
742,3,124,124,4,11
743,2,125,125,4,11
744,3,125,125,4,11
745,2,127,127,4,11
746,3,127,127,4,11
747,2,169,169,4,21
748,3,169,169,4,21
749,2,128,128,4,11
750,3,128,128,4,11
751,2,130,130,4,11
751,0,526-78,526-78,5,m-nodes
752,1,526-78,526-78,5,m-nodes
752,3,130,130,4,11
753,2,131,131,4,11
753,0,526-84,526-84,5,m-nodes
754,1,526-84,526-84,5,m-nodes
754,3,131,131,4,11
755,2,132,132,4,11
755,0,47-84,47-84,5,m-nodes
756,1,47-84,47-84,5,m-nodes
756,3,132,132,4,11
757,2,134,134,4,11
757,0,49-65,49-65,5,m-nodes
758,1,49-65,49-65,5,m-nodes
758,3,134,134,4,11
759,2,173,173,2,11
759,0,527-161,527-161,3,m-nodes
760,1,527-161,527-161,3,m-nodes
760,3,173,173,2,11
761,2,527,527,4,10
761,0,8-521,8-521,5,m-nodes
762,1,8-521,8-521,5,m-nodes
762,3,527,527,4,10
763,2,198,198,2,21
763,0,103-529,103-529,3,m-nodes
764,1,103-529,103-529,3,m-nodes
764,3,198,198,2,21
765,2,529,529,4,20
765,0,535-58,535-58,5,m-nodes
766,0,535,535,6,10
766,1,43-58,43-58,5,m-nodes
766,3,529,529,4,20
767,2,178,178,2,11
767,0,109-530,109-530,3,m-nodes
768,1,109-530,109-530,3,m-nodes
768,3,178,178,2,11
769,2,530,530,4,20
769,0,13-80,13-80,5,m-nodes
770,1,38-59,38-59,5,m-nodes
770,3,530,530,4,20
771,2,179,179,2,11
771,0,109-531,109-531,3,m-nodes
772,1,109-531,109-531,3,m-nodes
772,3,179,179,2,11
773,2,531,531,4,20
773,0,524-89,524-89,5,m-nodes
774,1,524-519,524-519,5,m-nodes
774,3,531,531,4,20
775,2,189,189,2,11
776,3,189,189,2,11
777,2,207,207,2,21
778,3,207,207,2,21
779,2,224,224,2,21
779,0,532-533,532-533,3,m-nodes
780,1,532-533,532-533,3,m-nodes
780,3,224,224,2,21
780,2,533,533,4,20
780,0,48-65,48-65,5,m-nodes
781,2,532,532,4,10
781,0,514-71,514-71,5,m-nodes
782,0,514,514,6,10
782,1,23-67,23-67,5,m-nodes
782,3,532,532,4,10
783,2,533,533,4,20
784,1,526-85,526-85,5,m-nodes
784,3,533,533,4,20
785,2,100,100,4,11
785,0,510-87,510-87,5,m-nodes
786,1,510-87,510-87,5,m-nodes
786,3,100,100,4,11
787,2,102,102,4,11
788,3,102,102,4,11
789,2,135,135,4,21
790,3,135,135,4,21
791,2,103,103,4,11
791,0,2-534,2-534,5,m-nodes
792,0,534,534,6,20
792,1,534,534,6,20
792,1,2-534,2-534,5,m-nodes
792,3,103,103,4,11
793,2,105,105,4,11
794,3,105,105,4,11
795,2,137,137,4,21
796,3,137,137,4,21
797,2,139,139,4,21
797,0,517-72,517-72,5,m-nodes
798,1,517-72,517-72,5,m-nodes
798,3,139,139,4,21
799,2,107,107,4,11
799,0,536-513,536-513,5,m-nodes
800,0,536,536,6,10
800,0,513,513,6,20
800,1,513,513,6,20
800,1,517-513,517-513,5,m-nodes
800,3,107,107,4,11
801,2,141,141,4,21
801,0,523-61,523-61,5,m-nodes
802,1,536,536,6,10
802,1,536-61,536-61,5,m-nodes
802,3,141,141,4,21
803,2,108,108,4,11
803,0,6-87,6-87,5,m-nodes
804,1,6-87,6-87,5,m-nodes
804,3,108,108,4,11
805,2,109,109,4,11
805,0,6-85,6-85,5,m-nodes
806,1,6-85,6-85,5,m-nodes
806,3,109,109,4,11
807,2,110,110,4,11
807,0,13-74,13-74,5,m-nodes
808,1,13-74,13-74,5,m-nodes
808,3,110,110,4,11
809,2,144,144,4,21
809,0,13-70,13-70,5,m-nodes
810,1,13-70,13-70,5,m-nodes
810,3,144,144,4,21
811,2,146,146,4,21
811,0,13-62,13-62,5,m-nodes
812,1,13-62,13-62,5,m-nodes
812,3,146,146,4,21
813,2,111,111,4,11
813,0,15-522,15-522,5,m-nodes
814,1,514,514,6,20
814,1,15-514,15-514,5,m-nodes
814,3,111,111,4,11
815,2,148,148,4,21
816,3,148,148,4,21
817,2,113,113,4,11
818,3,113,113,4,11
819,2,152,152,4,21
819,0,518-50,518-50,5,m-nodes
820,0,518,518,6,10
820,1,518,518,6,10
820,1,518-50,518-50,5,m-nodes
820,3,152,152,4,21
821,2,153,153,4,21
821,0,26-538,26-538,5,m-nodes
822,1,26-538,26-538,5,m-nodes
822,3,153,153,4,21
823,2,154,154,4,21
823,0,26-92,26-92,5,m-nodes
824,1,26-92,26-92,5,m-nodes
824,3,154,154,4,21
825,2,155,155,4,21
825,0,523-520,523-520,5,m-nodes
826,0,523,523,6,10
826,0,520,520,6,20
826,1,520,520,6,20
826,1,528-520,528-520,5,m-nodes
826,3,155,155,4,21
827,2,157,157,4,21
827,0,30-512,30-512,5,m-nodes
828,0,512,512,6,20
828,1,512,512,6,20
828,1,30-512,30-512,5,m-nodes
828,3,157,157,4,21
829,2,116,116,4,11
829,0,30-522,30-522,5,m-nodes
830,0,522,522,6,20
830,1,522,522,6,20
830,1,30-522,30-522,5,m-nodes
830,3,116,116,4,11
831,2,118,118,4,11
831,0,30-511,30-511,5,m-nodes
832,1,30-511,30-511,5,m-nodes
832,3,118,118,4,11
833,2,158,158,4,21
834,3,158,158,4,21
835,2,159,159,4,21
836,3,159,159,4,21
837,2,160,160,4,21
837,0,515-519,515-519,5,m-nodes
838,0,515,515,6,10
838,1,515,515,6,20
838,1,536-515,536-515,5,m-nodes
838,3,160,160,4,21
839,2,161,161,4,21
839,0,528-538,528-538,5,m-nodes
840,1,523,523,6,20
840,1,528-523,528-523,5,m-nodes
840,3,161,161,4,21
841,2,162,162,4,21
841,0,528-66,528-66,5,m-nodes
842,1,528-66,528-66,5,m-nodes
842,3,162,162,4,21
843,2,119,119,4,11
844,3,119,119,4,11
845,2,120,120,4,11
846,3,120,120,4,11
847,2,121,121,4,11
847,0,34-98,34-98,5,m-nodes
848,1,34-98,34-98,5,m-nodes
848,3,121,121,4,11
849,2,164,164,4,21
849,0,34-85,34-85,5,m-nodes
850,1,34-85,34-85,5,m-nodes
850,3,164,164,4,21
851,2,122,122,4,11
851,0,510-73,510-73,5,m-nodes
852,1,518-73,518-73,5,m-nodes
852,3,122,122,4,11
853,2,124,124,4,11
853,0,39-65,39-65,5,m-nodes
854,1,39-65,39-65,5,m-nodes
854,3,124,124,4,11
855,2,125,125,4,11
856,3,125,125,4,11
857,2,127,127,4,11
858,3,127,127,4,11
859,2,169,169,4,21
860,3,169,169,4,21
861,2,128,128,4,11
862,3,128,128,4,11
863,2,130,130,4,11
863,0,526-78,526-78,5,m-nodes
864,1,526-78,526-78,5,m-nodes
864,3,130,130,4,11
865,2,131,131,4,11
865,0,526-84,526-84,5,m-nodes
866,1,526-84,526-84,5,m-nodes
866,3,131,131,4,11
867,2,132,132,4,11
867,0,47-84,47-84,5,m-nodes
868,1,47-84,47-84,5,m-nodes
868,3,132,132,4,11
869,2,134,134,4,11
869,0,49-65,49-65,5,m-nodes
870,1,49-65,49-65,5,m-nodes
870,3,134,134,4,11
871,2,173,173,2,11
871,0,527-161,527-161,3,m-nodes
872,0,527,527,4,10
872,0,8-521,8-521,5,m-nodes
872,1,102-161,102-161,3,m-nodes
872,3,173,173,2,11
873,2,198,198,2,21
873,0,103-529,103-529,3,m-nodes
874,1,103-529,103-529,3,m-nodes
874,3,198,198,2,21
875,2,529,529,4,20
875,0,43-58,43-58,5,m-nodes
876,1,13-519,13-519,5,m-nodes
876,3,529,529,4,20
877,2,178,178,2,11
877,0,109-530,109-530,3,m-nodes
878,1,109-530,109-530,3,m-nodes
878,3,178,178,2,11
879,2,530,530,4,20
879,0,38-59,38-59,5,m-nodes
880,1,11-88,11-88,5,m-nodes
880,3,530,530,4,20
881,2,179,179,2,11
881,0,109-531,109-531,3,m-nodes
882,1,109-531,109-531,3,m-nodes
882,3,179,179,2,11
883,2,531,531,4,20
883,0,524-519,524-519,5,m-nodes
884,1,524-73,524-73,5,m-nodes
884,3,531,531,4,20
885,2,189,189,2,11
886,1,527,527,4,10
886,1,527-533,527-533,3,m-nodes
886,3,189,189,2,11
886,2,533,533,4,20
886,0,526-85,526-85,5,m-nodes
887,2,527,527,4,10
888,3,527,527,4,10
889,2,533,533,4,20
890,1,535,535,6,10
890,1,535-78,535-78,5,m-nodes
890,3,533,533,4,20
891,2,207,207,2,21
891,0,119-169,119-169,3,m-nodes
892,1,119-169,119-169,3,m-nodes
892,3,207,207,2,21
893,2,224,224,2,21
893,0,532-533,532-533,3,m-nodes
894,1,532-533,532-533,3,m-nodes
894,3,224,224,2,21
894,2,533,533,4,20
894,0,535-78,535-78,5,m-nodes
894,0,535,535,6,10
895,2,532,532,4,10
895,0,23-67,23-67,5,m-nodes
896,1,23-67,23-67,5,m-nodes
896,3,532,532,4,10
897,2,533,533,4,20
898,1,535,535,6,20
898,1,48-535,48-535,5,m-nodes
898,3,533,533,4,20
899,2,100,100,4,11
899,0,510-87,510-87,5,m-nodes
900,0,510,510,6,10
900,1,510,510,6,10
900,1,510-87,510-87,5,m-nodes
900,3,100,100,4,11
901,2,102,102,4,11
902,3,102,102,4,11
903,2,135,135,4,21
904,3,135,135,4,21
905,2,103,103,4,11
905,0,2-534,2-534,5,m-nodes
906,0,534,534,6,20
906,1,534,534,6,20
906,1,2-534,2-534,5,m-nodes
906,3,103,103,4,11
907,2,105,105,4,11
908,3,105,105,4,11
909,2,137,137,4,21
910,3,137,137,4,21
911,2,139,139,4,21
911,0,517-72,517-72,5,m-nodes
912,1,517-72,517-72,5,m-nodes
912,3,139,139,4,21
913,2,107,107,4,11
913,0,517-513,517-513,5,m-nodes
914,0,513,513,6,20
914,1,513,513,6,10
914,1,513-520,513-520,5,m-nodes
914,3,107,107,4,11
915,2,141,141,4,21
915,0,536-61,536-61,5,m-nodes
916,1,539,539,6,10
916,1,539-61,539-61,5,m-nodes
916,3,141,141,4,21
917,2,108,108,4,11
918,3,108,108,4,11
919,2,109,109,4,11
919,0,6-85,6-85,5,m-nodes
920,1,6-85,6-85,5,m-nodes
920,3,109,109,4,11
921,2,110,110,4,11
921,0,13-74,13-74,5,m-nodes
922,1,13-74,13-74,5,m-nodes
922,3,110,110,4,11
923,2,144,144,4,21
923,0,13-70,13-70,5,m-nodes
924,1,13-70,13-70,5,m-nodes
924,3,144,144,4,21
925,2,146,146,4,21
925,0,13-62,13-62,5,m-nodes
926,1,13-62,13-62,5,m-nodes
926,3,146,146,4,21
927,2,111,111,4,11
927,0,15-514,15-514,5,m-nodes
928,0,514,514,6,20
928,1,514,514,6,20
928,1,15-514,15-514,5,m-nodes
928,3,111,111,4,11
929,2,148,148,4,21
930,3,148,148,4,21
931,2,113,113,4,11
932,3,113,113,4,11
933,2,152,152,4,21
933,0,518-50,518-50,5,m-nodes
934,1,518-50,518-50,5,m-nodes
934,3,152,152,4,21
935,2,153,153,4,21
935,0,26-538,26-538,5,m-nodes
936,0,538,538,6,20
936,1,538,538,6,20
936,1,26-538,26-538,5,m-nodes
936,3,153,153,4,21
937,2,154,154,4,21
937,0,26-92,26-92,5,m-nodes
938,1,26-92,26-92,5,m-nodes
938,3,154,154,4,21
939,2,155,155,4,21
939,0,528-520,528-520,5,m-nodes
940,1,540,540,6,20
940,1,13-540,13-540,5,m-nodes
940,3,155,155,4,21
941,2,157,157,4,21
941,0,30-512,30-512,5,m-nodes
942,0,512,512,6,20
942,1,512,512,6,20
942,1,30-512,30-512,5,m-nodes
942,3,157,157,4,21
943,2,116,116,4,11
943,0,30-522,30-522,5,m-nodes
944,0,522,522,6,20
944,1,30-515,30-515,5,m-nodes
944,3,116,116,4,11
945,2,118,118,4,11
945,0,30-511,30-511,5,m-nodes
946,1,30-511,30-511,5,m-nodes
946,3,118,118,4,11
947,2,158,158,4,21
948,3,158,158,4,21
949,2,159,159,4,21
950,3,159,159,4,21
951,2,160,160,4,21
951,0,536-515,536-515,5,m-nodes
952,0,536,536,6,10
952,1,536,536,6,10
952,1,536-511,536-511,5,m-nodes
952,3,160,160,4,21
953,2,161,161,4,21
953,0,528-523,528-523,5,m-nodes
954,0,523,523,6,20
954,1,523,523,6,20
954,1,528-523,528-523,5,m-nodes
954,3,161,161,4,21
955,2,162,162,4,21
